first_cmt,forum_links,last_posts,posts,stock_names
Lai lai Redtone now. 0.275 cheap cheap. Johor Sultan team up with VT to goreng...,/servlets/forum/800000750.jsp?fp=10,"Mar 14, 02:29 PM","3,108",Stock: [MIECO]: MIECO CHIPBOARD BHD
Should i buy?,/servlets/forum/800001468.jsp?fp=10,"Mar 14, 01:49 PM",189,Stock: [FREIGHT]: FREIGHT MANAGEMENT HOLDINGS BHD
"砂拉越概念股都起了，dayang, naim, perdana, zecon, scable, trc, kkb, hsl , cmsb",/servlets/forum/800000811.jsp?fp=10,"Mar 14, 09:16 AM","1,570",Stock: [TRC]: TRC SYNERGY BHD
Najib we miss you. 2 RM hard what's more RM 3 possible only under BN?,/servlets/forum/800000920.jsp?fp=10,"Mar 14, 12:26 PM",428,Stock: [SWKPLNT]: SARAWAK PLANTATION BHD
3 RM SOP hard? We miss BN.,/servlets/forum/800000910.jsp?fp=10,"Mar 14, 12:21 PM",771,Stock: [SOP]: SARAWAK OIL PALMS BHD
still accummulation at lowest point mode..,/servlets/forum/800000633.jsp?fp=10,"Mar 14, 10:30 AM",162,Stock: [MUIPROP]: MUI PROPERTIES BHD
got action,/servlets/forum/800001009.jsp?fp=10,"Feb 25, 01:23 PM",283,Stock: [CNOUHUA]: CHINA OUHUA WINERY HOLDINGS LTD
finally move...gogogogo,/servlets/forum/800001291.jsp?fp=10,"Mar 14, 09:57 AM","4,872",Stock: [OCR]: OCR GROUP BHD
"this boss cannot manage to upgrade its own company, superb failure boss.",/servlets/forum/800000134.jsp?fp=10,"Mar 14, 09:25 AM","1,807",Stock: [MIKROMB]: MIKRO MSC BHD
"continue to live in denial.  Where is corporatefinancier? why hide online, whe...",/servlets/forum/800000474.jsp?fp=10,"Mar 14, 09:23 AM",216,Stock: [ABMB]: ALLIANCE BANK MALAYSIA BHD
"this rubbish boss will never make it up, confirm !",/servlets/forum/800000777.jsp?fp=10,"Mar 14, 09:09 AM","1,016",Stock: [AYS]: AYS VENTURES BHD
Up up up,/servlets/forum/800000827.jsp?fp=10,"Mar 14, 08:12 AM","2,117",Stock: [COASTAL]: COASTAL CONTRACTS BHD
"Can't believe still got people got it wrong for Allianz vs Alliance Bank, ...",/servlets/forum/800000328.jsp?fp=10,"Mar 14, 06:56 AM",230,Stock: [ALLIANZ]: ALLIANZ MALAYSIA BHD
大马机场业务或被拖累 若关马航 亚航大利,/servlets/forum/800001606.jsp?fp=10,"Mar 14, 06:04 AM","3,849",Stock: [TNLOGIS]: TIONG NAM LOGISTICS HOLDINGS BHD
https://www.sinchew.com.my/content/2019-03/13/content_2021753.html  Good news...,/servlets/forum/800000725.jsp?fp=10,"Mar 14, 02:04 AM","1,181",Stock: [ANCOM]: ANCOM BHD
those fellows still not stop collecting at 0.025 but funny still so many wants...,/servlets/forum/800000794.jsp?fp=10,"Mar 14, 02:02 AM","1,316",Stock: [COMPUGT]: COMPUGATES HOLDINGS BHD
https://www.sinchew.com.my/content/2019-03/13/content_2021753.html  Good news...,/servlets/forum/800000496.jsp?fp=10,"Mar 14, 01:55 AM",339,Stock: [CCM]: CHEMICAL CO OF MALAYSIA BHD
Additional Salient Points abstracted from Circular and latest QR:-   On 12 Feb...,/servlets/forum/800001321.jsp?fp=10,"Mar 14, 12:30 AM",177,Stock: [TAWIN]: TA WIN HOLDINGS BHD
Lai lai Redtone tomorrow morning. Johor Sultan team up with VT to goreng. Resu...,/servlets/forum/800000793.jsp?fp=10,"Mar 14, 12:12 AM","1,035",Stock: [EDARAN]: EDARAN BHD
Stay tune... One day will be back.haha,/servlets/forum/800000927.jsp?fp=10,"Mar 13, 11:58 PM","1,712",Stock: [WASEONG]: WAH SEONG CORP BHD
Waiting for new CEO???,/servlets/forum/800001303.jsp?fp=10,"Mar 13, 11:00 PM",625,Stock: [PHARMA]: PHARMANIAGA BHD
"I was interested in this strock after property boom, I feel after property ren...",/servlets/forum/800001507.jsp?fp=10,"Mar 13, 10:24 PM","3,846",Stock: [SIGN]: SIGNATURE INTERNATIONAL BHD
until when? mccr?,/servlets/forum/800001503.jsp?fp=10,"Mar 13, 09:58 PM",868,Stock: [NGGB]: NEXTGREEN GLOBAL BERHAD
"Chart wise looks very nice and ready to rock , hold on thight all",/servlets/forum/800004420.jsp?fp=10,"Mar 13, 08:30 PM","1,814",Stock: [SUNCON]: SUNWAY CONSTRUCTION GROUP BHD
"KYY past share counters.  JAKS,  Lionind ,  toyoink and now Dayang.   All rise...",/servlets/forum/800001420.jsp?fp=10,"Mar 7, 11:34 PM",692,Stock: [TOYOINK]: TOYO INK GROUP BHD
look like coming,/servlets/forum/800000075.jsp?fp=10,"Mar 12, 02:18 PM","2,686",Stock: [EFORCE]: EXCEL FORCE MSC BHD
Sell all,/servlets/forum/800001701.jsp?fp=10,"Mar 13, 07:26 PM","2,302",Stock: [BONIA]: BONIA CORP BHD
Finally a green candle after resting for so long..up because of up coming divi...,/servlets/forum/800001073.jsp?fp=10,"Mar 13, 05:25 PM","1,829",Stock: [YEELEE]: YEE LEE CORP BHD
Why drop la...,/servlets/forum/800002662.jsp?fp=10,"Mar 13, 04:59 PM","5,797",Stock: [ASTRO]: ASTRO MALAYSIA HOLDINGS BHD
walao breached 50 cents......icon laughing to the bank.,/servlets/forum/800007671.jsp?fp=10,"Mar 13, 04:14 PM",3,Stock: [JAKS-WB]: JAKS RESOURCES BERHAD
FY 19 profit is expected to be lower than in FY18 mainly due to the slowing de...,#,"Mar 13, 04:11 PM","1,380",
FY 19 profit is expected to be lower than in FY18 mainly due to the slowing de...,/servlets/forum/800001553.jsp?fp=11,"Mar 13, 04:11 PM","1,380",Stock: [HAIO]: HAI-O ENTERPRISE BHD
hoot Lion fib liao.... got posim marketing there.. petroleum product.. quite b...,/servlets/forum/800001611.jsp?fp=11,"Mar 13, 04:06 PM",444,Stock: [LIONFIB]: LION FOREST INDUSTRIES BHD
Very very long term,/servlets/forum/800004367.jsp?fp=11,"Mar 13, 03:59 PM","3,135",Stock: [SEDANIA]: SEDANIA INNOVATOR BHD
BIG also related to oil n gas..,/servlets/forum/800001226.jsp?fp=11,"Mar 13, 03:02 PM",543,Stock: [BIG]: B. I. G. INDUSTRIES BHD
"Investing in a REIT is actually not a bad idea. That being said, even Reits ha...",/servlets/forum/800000986.jsp?fp=11,"Mar 13, 02:58 PM",583,Stock: [CMMT]: CAPITALAND MALAYSIA MALL TRUST
It's all the way down again. Dying company. Might end up like Bumi Armada.,/servlets/forum/800000834.jsp?fp=11,"Mar 13, 02:40 PM","2,157",Stock: [MAYBULK]: MALAYSIAN BULK CARRIERS BHD
"Here are some facts and figures for you.   For capital allowances, in Malaysia...",/servlets/forum/800000788.jsp?fp=11,"Mar 13, 11:54 AM",686,Stock: [TIMECOM]: TIME DOTCOM BHD
Yup. Volume increase today. Hmmmmmm,/servlets/forum/800001027.jsp?fp=11,"Mar 13, 02:11 PM","5,761",Stock: [BIMB]: BIMB HOLDINGS BHD
what happen to this stocks?,/servlets/forum/800001415.jsp?fp=11,"Mar 13, 12:26 PM",671,Stock: [PRG]: PRG HOLDINGS BHD
flying liao,/servlets/forum/800001353.jsp?fp=11,"Mar 13, 11:51 AM","1,858",Stock: [CJCEN]: CENTURY LOGISTICS HOLDINGS BHD
Syndicates: anything brand new ?  HOA already enters 90 passed,/servlets/forum/800001477.jsp?fp=11,"Mar 13, 11:30 AM",24,Stock: [TOCEAN]: TRANSOCEAN HOLDINGS BHD
seems like will sleep another few month.good nite guys.,/servlets/forum/800006414.jsp?fp=11,"Mar 13, 11:30 AM",769,Stock: [KAB]: KEJURUTERAAN ASASTERA BERHAD
"boss keep accumulate stock, something is cooking?",/servlets/forum/800001521.jsp?fp=11,"Mar 13, 11:24 AM","1,791",Stock: [TOMYPAK]: TOMYPAK HOLDINGS BHD
so what is Nga and PH going to do now with PRKCorp? The bad guys are gone and ...,/servlets/forum/800001602.jsp?fp=11,"Mar 13, 11:18 AM","1,368",Stock: [PRKCORP]: PERAK CORP BHD
Lppl.,/servlets/forum/800001643.jsp?fp=11,"Mar 13, 11:17 AM","2,657",Stock: [SPSETIA]: S P SETIA BHD
please go upppppppp,/servlets/forum/800000116.jsp?fp=11,"Mar 13, 11:08 AM","1,288",Stock: [VITROX]: VITROX CORP BHD
Average QRs but beautiful chart !  Formation of  Double Saucer Chart ??  &...,/servlets/forum/800000029.jsp?fp=11,"Mar 13, 10:54 AM",484,Stock: [YBS]: LNG RESOURCES BHD
Wow great,/servlets/forum/800005826.jsp?fp=11,"Mar 13, 09:37 AM","1,501",Stock: [RANHILL]: RANHILL HOLDINGS BHD
Seven goreng pukmak u,/servlets/forum/800000136.jsp?fp=11,"Mar 8, 11:07 AM","1,135",Stock: [FOCUS]: FOCUS DYNAMICS GROUP BHD
"Like Warren Buffett said, fundamental are important.  Warren Buffett also sugg...",/servlets/forum/800001676.jsp?fp=11,"Mar 13, 09:19 AM","4,409",Stock: [PRLEXUS]: PROLEXUS BHD
J,/servlets/forum/800001277.jsp?fp=11,"Mar 13, 09:05 AM",74,Stock: [AASIA]: ASTRAL ASIA BHD
Strong to hold,/servlets/forum/800004600.jsp?fp=11,"Mar 13, 12:17 AM",224,Stock: [POHUAT-WB]: POH HUAT RESOURCES HOLDINGS BHD
Slowly and surely...,/servlets/forum/800000873.jsp?fp=11,"Mar 12, 11:49 PM",836,Stock: [BPPLAS]: BP PLASTICS HOLDING BHD
This is another gem in bursa. This is in fact a recession proof business.,/servlets/forum/800005513.jsp?fp=11,"Mar 12, 11:48 PM",181,Stock: [RHONEMA]: RHONE MA HOLDINGS BHD
4 cents,/servlets/forum/800000854.jsp?fp=11,"Mar 12, 10:31 PM","3,659",Stock: [CSCSTEL]: CSC STEEL HOLDINGS BHD
"Yup, I still maintain my medium term target at 2.50. As you can see GENETEC is...",/servlets/forum/800000125.jsp?fp=11,"Mar 12, 09:22 PM","6,091",Stock: [GENETEC]: GENETEC TECHNOLOGY BHD
http://disclosure.bursamalaysia.com/FileAccess/viewHtml?e=2935906  inside Atta...,/servlets/forum/800001170.jsp?fp=11,"Mar 12, 09:10 PM","4,740",Stock: [MPCORP]: MALAYSIA PACIFIC CORP BHD
"Don't buy Smi I want to share and tell everyone, Smi is a sleeping counter...",/servlets/forum/800000679.jsp?fp=11,"Mar 12, 08:13 PM",280,Stock: [SMI]: SOUTH MALAYSIA INDUSTRIES BHD
v,/servlets/forum/800000764.jsp?fp=11,"Mar 12, 07:32 PM",584,Stock: [AIRPORT]: MALAYSIA AIRPORTS HOLDINGS BHD
"Mother move, Warrant move too, good ne",/servlets/forum/800005476.jsp?fp=11,"Mar 12, 06:38 PM",135,Stock: [GADANG-WB]: GADANG HOLDINGS BHD
Closing saw some sudden buy .. any idea on this ?,/servlets/forum/800000950.jsp?fp=11,"Mar 12, 05:18 PM",818,Stock: [MBL]: MUAR BAN LEE GROUP BHD
@Darren Chia Hello from 2019. 2 years has passed and still no re-spawn for MAS...,/servlets/forum/800000596.jsp?fp=11,"Mar 12, 05:13 PM","15,106",Stock: [MAS]: MALAYSIAN AIRLINE SYSTEM BHD
内幕： 该公司准备把拿能再循环的塑料版权  蛤蛤,/servlets/forum/800001369.jsp?fp=11,"Mar 12, 05:08 PM",17,Stock: [ACME]: ACME HOLDINGS BHD
"Today, YAPSS will be covering Oceancash Pacific Berhad's fundamental via a...",/servlets/forum/800000055.jsp?fp=11,"Mar 12, 05:05 PM","2,611",Stock: [OCNCASH]: OCEANCASH PACIFIC BHD
"First of all, the market cap in i3 for this company is wrong. There is an erro...",/servlets/forum/800000434.jsp?fp=11,"Mar 12, 04:35 PM",825,Stock: [EASTLND]: EASTLAND EQUITY BHD
@GreatDreamer Mahkota Parade had a rental reversions of 15% last year. Occupan...,/servlets/forum/800000893.jsp?fp=11,"Mar 12, 03:35 PM",361,Stock: [HEKTAR]: HEKTAR REAL ESTATE INVESTMENT TRUST
drop is OK will made the dividend highest near 9% or 10% lol Now Bursa is craz...,/servlets/forum/800000892.jsp?fp=11,"Mar 12, 02:56 PM",381,Stock: [AMFIRST]: AMFIRST REAL ESTATE INVESTMENT TRUST
40 sen I buy.,/servlets/forum/800001351.jsp?fp=11,"Mar 12, 10:37 AM",25,Stock: [SKBSHUT]: SKB SHUTTERS CORPORATION BHD
No action.,/servlets/forum/800001735.jsp?fp=11,"Mar 12, 02:48 PM","1,963",Stock: [HWGB]: HO WAH GENTING BHD
0.20 will be safe bet.,/servlets/forum/800003284.jsp?fp=11,"Mar 12, 01:59 PM","1,284",Stock: [BIMB-WA]: BIMB-WA
The company actually managed to record a small core net profit of RM2 mil once...,/servlets/forum/800005557.jsp?fp=11,"Mar 12, 12:31 PM",196,Stock: [HLT]: HLT GLOBAL BHD
"Surprised still can find a counter like this, passenger on board.",/servlets/forum/800000355.jsp?fp=11,"Mar 12, 12:16 PM","3,928",Stock: [SYMLIFE]: SYMPHONY LIFE BHD
Market going down trend for next few weeks,/servlets/forum/800007341.jsp?fp=11,"Mar 12, 12:09 PM",5,Stock: [HSI-H4Y]: HSI-H4Y: PW HANG SENG INDEX (MACQ)
AEONCR Financial Information   Price 16.84  Market Capital (RM): 4.224b  Numbe...,/servlets/forum/800000923.jsp?fp=11,"Mar 12, 11:36 AM","1,745",Stock: [AEONCR]: AEON CREDIT SERVICE (M) BHD
SCH has a very lumpy and volatile quarterly results. Excluding all the non-rec...,/servlets/forum/800003424.jsp?fp=11,"Mar 12, 10:40 AM","1,986",Stock: [SCH]: SCH GROUP BHD
If u have not master the art of making monies safely in a speculative underval...,/servlets/forum/800000704.jsp?fp=11,"Mar 12, 10:32 AM",736,Stock: [SAPRES]: SAPURA RESOURCES BHD
3/4/19 @ 10.00 am 7th AGM at ALOFT HOTEL ......,/servlets/forum/800000904.jsp?fp=11,"Mar 12, 08:57 AM",589,Stock: [MQREIT]: MRCB-QUILL REIT
Apa macam punya management ini kongsi..Out a management. Tiap tiap quarter RUG...,/servlets/forum/800000886.jsp?fp=11,"Mar 11, 09:05 PM",439,Stock: [THPLANT]: TH PLANTATIONS BHD
Oredi sold half to Singapore Telco meh,/servlets/forum/800001202.jsp?fp=11,"Mar 11, 08:41 PM",884,Stock: [AXIATA]: AXIATA GROUP BERHAD
declared 6 sen 2nd interim dividend as expected. the more excited one should b...,#,"Mar 11, 07:21 PM",167,
declared 6 sen 2nd interim dividend as expected. the more excited one should b...,/servlets/forum/800000641.jsp?fp=12,"Mar 11, 07:21 PM",167,Stock: [ORIENT]: ORIENTAL HOLDINGS BHD
"as a financing institution, funds is important to company. there was a few tim...",/servlets/forum/800002775.jsp?fp=12,"Mar 11, 04:51 PM",97,Stock: [ELKDESA]: ELK-DESA RESOURCES BHD
mid to long term...0.50,/servlets/forum/800003291.jsp?fp=12,"Mar 11, 03:47 PM","1,955",Stock: [KANGER]: KANGER INTERNATIONAL BHD
nice.....buy2...heading rm 2,/servlets/forum/800001336.jsp?fp=12,"Mar 11, 03:19 PM",326,Stock: [OFI]: ORIENTAL FOOD INDUSTRIES HOLDINGS BHD
A very disappointing 4Q18 result with core profit to shareholder of only aroun...,/servlets/forum/800000135.jsp?fp=12,"Mar 11, 03:01 PM","7,789",Stock: [MMSV]: MMS VENTURES BHD
"volume q are fake, watch few days less volume there, syndicate need you to buy.",/servlets/forum/800001320.jsp?fp=12,"Mar 11, 12:20 PM",875,Stock: [GPA]: GPA HOLDINGS BHD
Bought some GPharos @ 23c this morning.,/servlets/forum/800001079.jsp?fp=12,"Mar 11, 11:41 AM",370,Stock: [GPHAROS]: GOLDEN PHAROS BHD
Horanglutn,/servlets/forum/800000112.jsp?fp=12,"Mar 11, 11:31 AM","4,353",Stock: [SOLUTN]: SOLUTION ENGINEERING HOLDINGS BHD
too slow,/servlets/forum/800001492.jsp?fp=12,"Mar 11, 10:49 AM",872,Stock: [FAVCO]: FAVELLE FAVCO BHD
when to goreng. remaining 200 days. should have one more rally. haha,/servlets/forum/800005084.jsp?fp=12,"Nov 21, 12:07 AM",45,Stock: [NETX-WB]: NETX HOLDINGS BERHAD
这老板真折墮。,/servlets/forum/800001423.jsp?fp=12,"Mar 11, 10:28 AM",108,Stock: [TPC]: TPC PLUS BHD
ghlsys fintech company...,/servlets/forum/800000023.jsp?fp=12,"Mar 11, 10:11 AM","5,830",Stock: [GHLSYS]: GHL SYSTEMS BHD
Sleep mode,/servlets/forum/800000172.jsp?fp=12,"Mar 9, 02:21 AM","4,572",Stock: [DGB]: DGB ASIA BHD
tp at least 3.00,/servlets/forum/800001084.jsp?fp=12,"Mar 11, 09:33 AM","4,393",Stock: [SSTEEL]: SOUTHERN STEEL BHD
https://youtu.be/e7eA9bV0nps,/servlets/forum/800000339.jsp?fp=12,"Mar 11, 09:12 AM",985,Stock: [PBBANK]: PUBLIC BANK BHD
http://www.klsescreener.com/v2/news/view/498454/%E5%A4%96%E5%9B%B4%E4%......,/servlets/forum/800000779.jsp?fp=12,"Mar 11, 03:30 AM","4,271",Stock: [HUPSENG]: HUP SENG INDUSTRIES BHD
Never underestimate AT because it's hold over 25 million cash after 10 per...,/servlets/forum/800000084.jsp?fp=12,"Mar 11, 12:13 AM","5,991",Stock: [AT]: AT SYSTEMATIZATION BHD
"Someone write letter to Geely, proton X70 good selling. Any kang tao to CAP?",/servlets/forum/800002844.jsp?fp=12,"Mar 10, 09:31 PM","4,452",Stock: [CAP]: CHINA AUTOMOBILE PARTS HOLDINGS LTD
"@Yapyapty: I would love to see that, and I think you are looking for that oppo...",/servlets/forum/800005606.jsp?fp=12,"Mar 10, 07:46 PM",479,Stock: [KIPREIT]: KIP REAL ESTATE INVESTMENT TRUST
PPAM contract terminations to impact more developers: Report  KUALA LUMPUR (Ma...,/servlets/forum/800001093.jsp?fp=12,"Mar 10, 06:54 PM","3,116",Stock: [LBS]: LBS BINA GROUP BHD
Is time to study abit about this company...hehe,/servlets/forum/800002422.jsp?fp=12,"Mar 10, 06:39 PM","32,476",Stock: [GLOTEC]: GLOBALTEC FORMATION BERHAD
"Raplex FMU to undergo stage2 audit in the coming 18 Mar 19, gd luck Raplex man...",/servlets/forum/800000763.jsp?fp=12,"Mar 10, 04:15 PM","1,965",Stock: [TAANN]: TA ANN HOLDINGS BHD
https://klse.i3investor.com/blogs/general/197214.jsp [转贴] [Facebook live:浅谈PPB...,/servlets/forum/800000646.jsp?fp=12,"Mar 10, 03:26 PM",440,Stock: [PPB]: PPB GROUP BHD
https://klse.i3investor.com/blogs/general/197211.jsp [转贴] [PESTECH INTERNATION...,/servlets/forum/800002415.jsp?fp=12,"Mar 10, 12:53 PM",583,Stock: [PESTECH]: PESTECH INTERNATIONAL BHD
what is brewing? good or bad?,/servlets/forum/800000085.jsp?fp=12,"Mar 10, 09:54 AM","1,985",Stock: [GOCEAN]: GREEN OCEAN CORP BHD
GCB's P/E 2019 is only 9.8 which is very very low by any std. That's w...,/servlets/forum/800000875.jsp?fp=12,"Mar 9, 11:27 PM","1,723",Stock: [GCB]: GUAN CHONG BHD
Post removed. Why? ,/servlets/forum/800001326.jsp?fp=12,"Mar 9, 08:04 PM","1,161",Stock: [UCHITEC]: UCHI TECHNOLOGIES BHD
floor price 0.005,/servlets/forum/800000124.jsp?fp=12,"Mar 9, 07:15 PM","1,514",Stock: [MNC]: M N C WIRELESS BHD
https://www.theedgemarkets.com/article/vertice-bags-rm100m-subcontract......,/servlets/forum/800001502.jsp?fp=12,"Mar 7, 03:19 PM",127,Stock: [VERTICE]: VERTICE BHD
KUALA LUMPUR (March 8): Olympia Industries Bhd is getting a four-storey bungal...,/servlets/forum/800000504.jsp?fp=12,"Mar 9, 02:18 PM","1,368",Stock: [OLYMPIA]: OLYMPIA INDUSTRIES BHD
"Buy Diqgi now only 4.56 , dividend rm1000, can buy",/servlets/forum/800001217.jsp?fp=12,"Mar 9, 01:46 PM","5,188",Stock: [DIGI]: DIGI.COM BHD
bar value hw much,/servlets/forum/800003283.jsp?fp=12,"Mar 9, 12:51 PM",9,Stock: [DIN045801028]: DANAINFRA NASIONAL-ETBS4.58%
COMING TO WAKE UP  FROM SLEEP,/servlets/forum/800001391.jsp?fp=12,"Mar 9, 12:47 PM","1,512",Stock: [CAELY]: CAELY HOLDINGS BHD
This is a pure speculative stock. The company initially receive a takeover off...,/servlets/forum/800000757.jsp?fp=12,"Mar 6, 03:19 PM",250,Stock: [MERGE]: MERGE ENERGY BHD
"today up 0.05 cents. volume coming, buy some will push up soon.",/servlets/forum/800001311.jsp?fp=12,"Mar 9, 01:21 AM",634,Stock: [ABLEGRP]: ABLEGROUP BHD
Wandering why is it still dropping after commissioning the hydro power? isn...,/servlets/forum/800001554.jsp?fp=12,"Mar 8, 11:02 PM",672,Stock: [GUNUNG]: GUNUNG CAPITAL BHD
"1st interim income payment of 1.4 sen announced for 1.1.19 to 28.2.19, ahead o...",/servlets/forum/800000915.jsp?fp=12,"Mar 8, 07:23 PM",124,Stock: [ATRIUM]: ATRIUM REAL ESTATE INVESTMENT TRUST
I thought  KFM already disappear from bursa and suddenly appear alive. Long li...,/servlets/forum/800001598.jsp?fp=12,"Mar 8, 07:18 PM","1,070",Stock: [KFM]: KUANTAN FLOUR MILLS BHD
Or company ????,/servlets/forum/800000682.jsp?fp=12,"Mar 8, 06:33 PM",221,Stock: [TCHONG]: TAN CHONG MOTOR HOLDINGS BHD
no news fo AGM?,/servlets/forum/800000693.jsp?fp=12,"Mar 8, 05:56 PM","2,819",Stock: [PHB]: PEGASUS HEIGHTS BHD
buy....long overdue,/servlets/forum/800001683.jsp?fp=12,"Mar 8, 05:49 PM",387,Stock: [THETA]: THETA EDGE BHD
Where got dividend from loss making company? You dreaming or newbie?,/servlets/forum/800001455.jsp?fp=12,"Mar 8, 04:57 PM","10,319",Stock: [TEKSENG]: TEK SENG HOLDINGS BHD
Another pure speculative stock that has gotten some investors facing huge loss...,/servlets/forum/800001092.jsp?fp=12,"Mar 8, 04:25 PM",212,Stock: [UTUSAN]: UTUSAN MELAYU (MALAYSIA) BHD
1Q19 result is the 4th consecutive losses by SYF Resources dragged mainly by i...,/servlets/forum/800001304.jsp?fp=12,"Mar 8, 03:40 PM","2,645",Stock: [SYF]: SYF RESOURCES BHD
https://klse.i3investor.com/blogs/general/197077.jsp [转贴] [PERUSAHAAN SADUR TI...,/servlets/forum/800001066.jsp?fp=12,"Mar 8, 01:31 PM",621,Stock: [PERSTIM]: PERUSAHAAN SADUR TIMAH MALAYSIA PERSTIMA BHD
land purchase done??,/servlets/forum/800000433.jsp?fp=12,"Mar 8, 01:03 PM",145,Stock: [UTDPLT]: UNITED PLANTATION BERHAD
Buy,/servlets/forum/800007571.jsp?fp=12,"Mar 8, 12:43 PM",1,Stock: [HSI-H6E]: HSI-H6E: PW HANG SENG INDEX (MACQ)
All in sailang,/servlets/forum/800007477.jsp?fp=12,"Mar 8, 12:43 PM",2,Stock: [HSI-H6C]: HSI-H6C: PW HANG SENG INDEX (MACQ)
Wakeup loh.....,/servlets/forum/800007169.jsp?fp=12,"Mar 8, 11:15 AM",711,Stock: [RGTECH]: RADIANT GLOBALTECH BHD
no trading volumn kaki main kaki song,#,"Mar 8, 10:59 AM",109,
no trading volumn kaki main kaki song,/servlets/forum/800000517.jsp?fp=13,"Mar 8, 10:59 AM",109,Stock: [YNHPROP]: YNH PROPERTY BHD
"company declare 1 cent dividend, but havent announce when the dividend expired...",/servlets/forum/800001682.jsp?fp=13,"Mar 8, 10:41 AM",763,Stock: [TSH]: TSH RESOURCES BHD
All in sailang,/servlets/forum/800007570.jsp?fp=13,"Mar 8, 09:19 AM",2,Stock: [HSI-H6D]: HSI-H6D: PW HANG SENG INDEX (MACQ)
Sell,/servlets/forum/800007344.jsp?fp=13,"Mar 8, 09:16 AM",3,Stock: [HSI-C3V]: HSI-C3V: CW HANG SENG INDEX (MACQ)
Sell,/servlets/forum/800007566.jsp?fp=13,"Mar 8, 09:13 AM",1,Stock: [HSI-C5C]: HSI-C5C: CW HANG SENG INDEX (MACQ)
Buy,/servlets/forum/800007472.jsp?fp=13,"Mar 8, 09:13 AM",5,Stock: [HSI-H4Z]: HSI-H4Z: PW HANG SENG INDEX (MACQ)
"07-Mar-2019	Insider	MR CHEW HIAN TAT (a company director) acquired 4,500,000 s...",/servlets/forum/800003582.jsp?fp=13,"Mar 8, 08:38 AM",65,Stock: [IRETEX-WA]: IRE-TEX CORP BHD
Sell,/servlets/forum/800007471.jsp?fp=13,"Mar 7, 11:56 PM",2,Stock: [HSI-C3Z]: HSI-C3Z: CW HANG SENG INDEX (MACQ)
can la base on chart.. 4 to 5sen no prob la..then can run d,/servlets/forum/800000797.jsp?fp=13,"Mar 7, 10:03 PM",90,Stock: [MERIDIAN]: MEDA INC BHD
Amprop-PA is selling at a discount to the ordinary shares but must hold until ...,/servlets/forum/800000288.jsp?fp=13,"Mar 7, 08:18 PM","4,155",Stock: [AMPROP]: AMCORP PROPERTIES BHD
Im gonna change id u cannot follow me and my stock picks anymore hahaha .... l...,/servlets/forum/800002520.jsp?fp=13,"Mar 7, 03:02 PM","1,017",Stock: [IHH]: IHH HEALTHCARE BHD
Any news to share?,/servlets/forum/800000963.jsp?fp=13,"Mar 7, 04:34 PM",253,Stock: [SEB]: SEREMBAN ENGINEERING BHD
